"T","Time","Sym","C/P","Exp","Strike","Spot","BidAsk","Prop","Score","Orders","Vol","Prems","OI","StockDiff($)","Diff(%)","Sweeps%","Delta","Theta","Ivol","ITM","Change","Flow"
"2024-01-23 14:38:39","2m ago","W","Puts","Aug 16","40","57.72","4.28","0.5","","5","829.00","352.80K","2.09K","17.67","44.17","100","-0.17","-0.02","79.98","0","2.34",""
"2024-01-23 14:17:13","2m ago","DKNG","Calls","Aug 16","47","37.79","2.82","0.45","","5","734.00","209.88K","42.00","9.2","24.34","20","0.37","-0.01","48.09","0","23.89",""
"2024-01-23 12:53:20","2m ago","IRBT","Calls","Feb 16","20","19.08","4.05","0.42","","5","589.00","232.98K","6.00K","1.02","5.43","80","0.6","-0.09","221.56","0","0",""
"2024-01-23 10:02:28","2m ago","TKO","Calls","Apr 19","95","93.12","6.05","0.67","","14","937.00","566.66K","6.12K","1.95","2.1","42.86","0.52","-0.04","35.91","0","-82.64",""
"2024-01-22 12:42:54","2m ago","SAVE","Puts","Jun 2025","5","7.66","2.5","0.26","","9","2.26K","577.84K","26.39K","2.53","50.59","44.44","-0.13","0","137.48","0","-6.19",""
"2024-01-22 12:17:31","2m ago","KWEB","Calls","Mar 01","26","23.09","0.37","0.28","","8","22.70K","831.14K","24.16K","2.93","12.72","37.5","0.23","-0.01","41.22","0","-12.16",""
"2024-01-22 10:15:52","2m ago","TLT","Calls","Apr 19","99","95.04","1.46","0.5","","5","2.50K","360.25K","13.47K","4.06","4.28","100","0.33","-0.01","15.3","0","-70.21",""
"2024-01-22 09:51:37","2m ago","SOXL","Calls","Jan 2025","50","35.59","6.33","0.38","","8","1.60K","1.06M","0.00","13.98","38.82","62.5","0.47","-0.01","73.96","0","10.28",""
"2024-01-19 15:37:39","2m ago","SCHW","Puts","Feb 16","60","63.69","0.59","0.33","","5","4.96K","387.76K","4.94K","2.77","4.62","100","-0.21","-0.03","27.73","0","0",""
"2024-01-19 14:49:16","2m ago","NIO","Puts","Dec 20","3","6.03","0.33","0.27","","7","8.22K","273.43K","991.00","3.02","100.64","71.43","-0.1","0","87.25","0","-3.08",""
"2024-01-19 13:59:57","2m ago","LCID","Puts","Jan 2026","2","2.62","0.97","0.45","","5","25.30K","2.47M","2.72K","0.6","29.85","40","-0.16","0","108.08","0","-1.04",""
"2024-01-19 13:55:46","2m ago","CYTK","Puts","Feb 16","70","82.74","3.05","0.38","","6","845.00","261.95K","4.06K","12.78","18.25","0","-0.22","-0.12","97","0","0",""
"2024-01-19 13:06:53","2m ago","COF","Puts","Feb 16","125","126.86","3.85","0.86","","6","526.00","205.14K","2.70K","1.84","1.48","50","-0.43","-0.08","33.83","0","0",""
"2024-01-18 13:58:13","2m ago","AI","Puts","Feb 16","22.5","23.69","1.18","0.83","","5","1.14K","136.15K","2.38K","1.19","5.28","0","-0.36","-0.03","64.97","0","-99.15",""
"2024-01-18 13:50:24","2m ago","NTNX","Calls","Jan 2025","65","53.07","3.9","1","","6","7.29K","3.01M","566.00","11.79","22.17","66.67","0.39","-0.01","33.63","0","92.31",""
"2024-01-18 13:36:30","2m ago","CVNA","Calls","Aug 16","60","42.24","6.72","0.6","","12","744.00","537.82K","505.00","17.78","42.1","58.33","0.46","-0.03","95.1","0","82.16",""
"2024-01-18 13:33:58","2m ago","XBI","Puts","Feb 16","85","86.36","2.35","0.32","","7","1.79K","431.05K","5.71K","1.29","1.52","0","-0.4","-0.05","32.45","0","-99.79",""
"2024-01-18 13:17:36","2m ago","FLR","Calls","Jan 2025","45","36.81","2.97","1","","8","1.47K","454.46K","355.00","8.22","22.34","100","0.41","-0.01","35.3","0","105.04",""
"2024-01-18 13:15:01","2m ago","AKAM","Puts","Jan 2025","80","119.09","1.3","0.62","","5","1.32K","180.07K","1.03K","39.34","49.18","100","-0.07","-0.01","34.12","0","15.38",""
"2024-01-18 11:07:09","2m ago","SOFI","Puts","Feb 16","7","7.32","0.53","0.62","","8","7.60K","410.35K","43.03K","0.32","4.5","0","-0.37","-0.01","87.02","0","-98.11",""
"2024-01-18 10:56:08","2m ago","MCHI","Calls","May 17","39","36.94","1.62","0.62","","5","1.15K","189.75K","2.00","2.06","5.59","0","0.44","-0.01","26.35","0","23.08",""
"2024-01-18 10:20:22","2m ago","KWEB","Calls","May 17","26","23.73","1.31","0.38","","5","1.60K","210.64K","2.65K","2.3","9.73","0","0.41","-0.01","37.41","0","32.44",""
"2024-01-18 09:50:32","2m ago","PLUG","Puts","Jan 26","2","2.38","0.33","0.89","","8","11.11K","339.35K","6.42K","0.4","20.25","62.5","-0.28","-0.03","384.98","0","0",""
"2024-01-18 09:35:26","2m ago","VIX","Puts","Feb 14","15","15","1.25","0.7","","7","3.83K","478.75K","94.64K","0.03","0.21","0","-0.46","-0.02","77.24","0","0",""
"2024-01-17 15:57:48","2m ago","CYTK","Puts","Feb 16","75","85.25","5.1","0.43","","16","2.15K","1.07M","10.60K","10.25","13.66","0","-0.28","-0.14","102.4","0","-93.14",""
"2024-01-17 14:46:47","2m ago","EWZ","Calls","Feb 16","34","33.29","0.71","0.27","","7","8.27K","576.99K","6.25K","0.73","2.19","71.43","0.43","-0.02","25.18","0","-97.89",""
"2024-01-17 14:06:41","2m ago","HYG","Puts","Jul 19","76","76.79","1.65","1","","6","1.30K","222.61K","5.38K","0.77","1.02","0","-0.47","0","8.77","0","-28.27",""
"2024-01-17 13:15:35","2m ago","EEM","Calls","Sep 20","41","37.53","1.07","0.28","","8","2.17K","236.85K","15.96K","3.48","9.28","0","0.35","0","15.95","0","76.17",""
"2024-01-17 12:54:21","2m ago","GTHX","Calls","Apr 19","5","3.38","1.15","1","","5","4.26K","448.56K","753.00","1.68","50.57","80","0.65","-0.01","225.11","0","-86.96",""
"2024-01-17 12:38:21","2m ago","SQ","Puts","Mar 15","60","62.84","3.55","0.27","","6","808.00","289.28K","2.01K","2.91","4.84","0","-0.36","-0.04","52.39","0","-43.8",""
"2024-01-17 12:21:54","2m ago","SOFI","Calls","Jan 2025","10","7.41","1.36","0.47","","7","1.40K","190.40K","56.97K","2.59","35.02","57.14","0.5","0","68","0","16.97",""
"2024-01-17 12:10:11","2m ago","CPNG","Puts","May 17","12.5","14.65","0.54","0.71","","5","5.25K","294.58K","2.81K","2.11","16.87","100","-0.22","0","46.81","0","-27.52",""
"2024-01-17 11:33:03","2m ago","U","Calls","Aug 16","41","32.61","3.6","0.73","","8","1.28K","466.79K","115.00","8.42","25.84","100","0.43","-0.01","60.71","0","24.31",""
"2024-01-17 10:03:14","2m ago","XBI","Puts","Feb 16","84","88.18","1.62","0.47","","7","2.09K","340.02K","2.39K","4.15","4.94","0","-0.28","-0.05","34.65","0","-92.92",""
"2024-01-17 09:30:01","2m ago","TSLA","Puts","Jan 2025","130","214.59","7.15","0.56","","5","718.00","520.55K","9.43K","84.59","65.07","0","-0.1","-0.03","54.62","0","18.53",""
"2024-01-16 15:50:48","2m ago","DNN","Calls","Jul 19","2.5","2.01","0.23","1","","7","21.25K","531.20K","242.00","0.5","24.87","57.14","0.45","0","67.98","0","0",""
"2024-01-16 15:22:43","2m ago","FTNT","Puts","Jan 2025","55","61.67","5.22","0.62","","5","491.00","257.31K","3.39K","6.67","12.13","20","-0.28","-0.01","39.79","0","-36.36",""
"2024-01-16 15:19:03","2m ago","PLUG","Puts","Mar 15","2","3.04","0.26","0.31","","5","13.33K","359.25K","16.35K","1.04","51.75","100","-0.17","0","171.02","0","-88.24",""
"2024-01-16 12:52:21","2m ago","U","Calls","Aug 16","45","34.02","3.17","0.45","","5","844.00","274.30K","99.00","10.98","32.27","80","0.38","-0.01","60.17","0","3.15",""
"2024-01-16 09:47:09","2m ago","SQQQ","Calls","Mar 15","15","13.73","0.76","0.36","","5","2.89K","220.06K","20.34K","1.28","9.37","20","0.4","-0.01","55.23","0","-88.89",""
"2024-01-16 09:45:37","2m ago","COIN","Calls","Feb 16","170","128.01","2.5","0.28","","5","859.00","236.84K","7.23K","41.1","31.89","100","0.17","-0.13","87.51","0","23",""
"2024-01-16 09:36:16","2m ago","IWM","Puts","Mar 15","182","190.9","2.62","0.28","","31","54.56K","14.37M","23.34K","8.88","4.88","0","-0.25","-0.05","21.96","0","-82.22",""
"2024-01-12 15:53:25","2m ago","JD","Calls","Jan 2025","30","24.75","2.92","0.33","","5","1.12K","334.45K","4.27K","5.21","21.02","60","0.45","-0.01","45.97","0","-24.32",""
"2024-01-12 14:58:52","2m ago","GEN","Calls","Jan 2025","25","23.09","2.02","1","","5","1.13K","241.35K","540.00","1.82","7.84","20","0.49","0","28.47","0","-39.51",""
"2024-01-12 13:46:37","2m ago","PENN","Calls","Jun 21","25","22.63","2.44","0.83","","5","4.26K","984.56K","1.29K","2.44","10.79","100","0.49","-0.01","52.11","0","5.94",""
"2024-01-12 13:34:58","2m ago","X","Puts","Jan 2025","45","47.38","3.8","0.56","","5","1.27K","500.93K","71.18K","2.39","5.3","40","-0.35","-0.01","30.82","0","9.87",""
"2024-01-12 11:28:43","2m ago","ZIM","Calls","Feb 16","17.5","14.66","1","0.33","","5","3.49K","363.96K","5.72K","2.68","18.09","100","0.36","-0.03","113.5","0","-97",""
"2024-01-12 10:48:56","2m ago","VIX","Calls","Feb 14","18","14.4","0.58","0.38","","5","13.29K","797.40K","82.56K","3.6","25","0","0.27","-0.02","97.56","0","-86.09",""
"2024-01-12 10:28:04","2m ago","XOP","Calls","Feb 16","140","134.16","2.35","0.56","","5","2.53K","603.67K","564.00","5.75","4.29","100","0.34","-0.06","26.21","0","-87.23",""
"2024-01-12 10:04:34","2m ago","CCJ","Calls","Feb 16","55","49.96","1.31","0.45","","5","3.90K","439.60K","532.00","5.28","10.62","80","0.3","-0.04","48.68","0","-98.08",""
"2024-01-12 08:31:24","2m ago","SPX","Puts","Jan 24","4700","4786.86","10.15","0.64","","9","1.61K","1.60M","3.01K","86.26","1.84","0","-0.19","-1.07","11.22","0","0",""
"2024-01-11 14:29:08","2m ago","EEM","Calls","Feb 16","40","39.03","0.42","0.71","","5","8.46K","339.08K","44.47K","1.02","2.61","100","0.35","-0.01","15.12","0","-61.9",""
"2024-01-11 13:12:59","2m ago","FXI","Calls","Feb 16","24","22.76","0.37","0.29","","5","5.00K","184.93K","45.25K","1.26","5.53","100","0.31","-0.01","27.83","0","-90.54",""
"2024-01-10 14:43:34","2m ago","XLK","Puts","Mar 15","188","190.62","3.65","0.56","","5","1.80K","665.26K","1.25K","2.62","1.39","0","-0.38","-0.04","17.51","0","-81.1",""
"2024-01-10 14:29:08","2m ago","MSTR","Calls","Jan 12","615","576.97","11.08","0.26","","9","450.00","508.50K","121.00","38.26","6.63","0","0.3","-5.69","142.69","0","0",""
"2024-01-10 13:54:05","2m ago","NU","Calls","Mar 15","10","9.07","0.28","0.71","","5","12.16K","346.86K","7.58K","0.94","10.41","40","0.33","0","39.23","0","33.93",""
"2024-01-10 12:28:10","2m ago","XLF","Puts","Jun 21","33","37.62","0.38","0.38","","5","34.93K","1.31M","25.74K","4.6","13.94","60","-0.14","0","21.42","0","-48",""
"2024-01-10 11:23:22","2m ago","TLT","Puts","Jan 2025","90","96.62","2.88","0.38","","5","1.30K","376.42K","12.81K","6.62","7.36","60","-0.28","-0.01","16.63","0","17.39",""
"2024-01-10 11:08:31","2m ago","JPM","Calls","Mar 15","180","169.48","1.82","0.56","","10","2.50K","452.29K","2.84K","10.57","6.24","0","0.26","-0.03","17.23","0","3.01",""
"2024-01-09 15:56:08","2m ago","CVE","Calls","Feb 16","17","16.17","0.53","0.36","","5","10.44K","584.37K","42.85K","0.86","5.36","80","0.4","-0.01","40.21","0","-61.9",""
"2024-01-09 14:23:27","2m ago","MS","Calls","Apr 19","97.5","91.9","2.55","0.45","","5","1.67K","426.89K","1.76K","5.6","6.1","60","0.36","-0.02","23.56","0","-78.86",""
"2024-01-09 11:23:34","2m ago","TSM","Puts","Jan 19","97","100.99","1.33","0.42","","10","4.63K","618.93K","529.00","3.87","3.99","80","-0.28","-0.13","44.88","0","0",""
"2024-01-09 11:12:15","2m ago","COP","Calls","Jun 21","115","113.02","7.52","1","","5","471.00","353.13K","4.12K","2.28","2.02","100","0.51","-0.02","27.79","0","-26.58",""
"2024-01-09 10:40:58","2m ago","BYND","Puts","Jan 2025","5","8.23","2.29","0.83","","5","1.35K","317.31K","33.09K","3.24","64.78","60","-0.14","0","133.84","0","12.64",""
"2024-01-09 10:32:22","2m ago","GOOGL","Puts","Mar 15","120","139.41","0.94","0.29","","5","2.69K","247.05K","11.02K","19.66","16.38","100","-0.1","-0.03","31.17","0","-100",""
"2024-01-09 10:10:39","2m ago","TD","Calls","Jan 2025","67.5","62.69","2.62","1","","5","1.48K","399.60K","6.57K","4.82","7.68","60","0.4","0","17.3","0","-50.48",""
"2024-01-08 15:53:23","2m ago","SAVA","Calls","Jan 2025","35","24.25","3.85","0.83","","5","769.00","300.91K","1.31K","10.63","43.63","20","0.39","-0.01","93.64","0","37.01",""
"2024-01-08 14:25:48","2m ago","MS","Calls","Apr 19","100","93.62","2.39","0.29","","5","2.68K","631.52K","1.04K","6.43","6.87","80","0.34","-0.02","23.32","0","-100",""
"2024-01-08 14:23:51","2m ago","LI","Calls","Jan 2025","35","33.81","7.27","0.38","","5","1.00K","734.50K","6.49K","1.18","3.5","60","0.62","-0.01","52.68","0","-45.7",""
"2024-01-08 12:36:59","2m ago","HUT","Calls","Jul 19","20","11.81","2.35","0.42","","5","704.00","172.38K","1.01K","8.18","69.19","100","0.45","-0.01","132.6","0","-80",""
"2024-01-05 15:44:43","2m ago","HPQ","Puts","Jan 2025","27","29.92","1.93","0.83","","5","1.63K","325.10K","4.52K","2.93","10.85","60","-0.3","0","30.25","0","23.9",""
"2024-01-05 15:37:32","2m ago","UPST","Calls","Apr 19","42.5","33.24","4.12","0.36","","5","651.00","270.17K","304.00","9.26","27.86","0","0.42","-0.03","100.59","0","-33.7",""
"2024-01-05 15:34:45","2m ago","RBLX","Puts","Feb 23","37","41.78","1.49","0.28","","7","1.89K","283.96K","0.00","4.82","13.03","100","-0.25","-0.03","60.48","0","33",""
"2024-01-05 15:20:11","2m ago","SCHW","Calls","Jul 19","70","67.1","5.22","0.38","","5","436.00","230.47K","732.00","2.85","4.25","0","0.51","-0.01","30.3","0","-59.43",""
"2024-01-05 15:01:19","2m ago","NEM","Calls","Mar 15","42.5","40.19","1.43","0.71","","5","4.33K","740.38K","6.68K","1.83","4.51","40","0.4","-0.02","32.68","0","-92.66",""
"2024-01-05 13:07:56","2m ago","APA","Calls","Jan 2025","37.5","33.81","4.03","1","","5","519.00","214.26K","1.30K","3.51","10.33","0","0.5","-0.01","38.63","0","-42.24",""
"2024-01-05 12:31:55","2m ago","RBLX","Puts","Jan 2025","25","41.83","1.75","0.28","","5","2.00K","354.00K","3.85K","16.85","67.41","20","-0.11","-0.01","59.52","0","-2.29",""
"2024-01-05 11:34:38","2m ago","MSTR","Calls","Jan 19","700","640.95","23.32","0.36","","5","448.00","1.06M","1.19K","58.39","9.1","60","0.34","-1.47","88.67","0","0",""
"2024-01-05 11:15:41","2m ago","SOXL","Calls","Jan 2025","40","26.52","4.55","0.29","","6","926.00","425.96K","6.29K","13.48","50.8","0","0.45","-0.01","75.82","0","58.79",""
"2024-01-05 09:52:41","2m ago","SIMO","Puts","Feb 16","57.5","64.11","0.78","0.83","","5","2.84K","217.59K","10.00","6.78","11.79","100","-0.18","-0.02","36.39","0","-48.39",""
"2024-01-05 09:46:03","2m ago","VIX","Puts","Apr 17","15","16.9","1.23","0.71","","5","5.09K","626.68K","22.02K","1.9","12.7","0","-0.29","-0.01","61.34","0","-2.45",""
"2024-01-05 08:18:07","2m ago","SPX","Calls","Jan 05","4705","4684.49","7.05","1","","5","912.00","626.12K","1.21K","21.7","0.46","0","0.3","-7.2","27.59","0","0",""
"2024-01-04 15:48:06","2m ago","TMUS","Puts","May 17","155","162.73","4.12","0.56","","5","591.00","246.91K","3.20K","7.64","4.93","0","-0.3","-0.03","21.4","0","-28.48",""
"2024-01-04 15:16:36","2m ago","SNAP","Calls","Mar 15","18","16.25","1.34","0.28","","5","2.00K","265.71K","3.01K","1.74","10.72","80","0.44","-0.01","68.06","0","-20.97",""
"2024-01-04 15:10:22","2m ago","SNAP","Calls","Apr 19","19","16.26","1.3","0.38","","5","2.14K","278.12K","2.42K","2.74","16.86","80","0.4","-0.01","62.47","0","-21.46",""
"2024-01-04 10:35:42","2m ago","WSM","Puts","Feb 16","185","195.68","4.2","0.56","","5","1.17K","498.22K","2.33K","11.04","5.97","100","-0.29","-0.09","33.41","0","-53.57",""
"2024-01-04 10:10:54","2m ago","PANW","Puts","Jan 19","280","285.14","4.33","0.45","","5","908.00","394.98K","2.11K","5.17","1.85","20","-0.36","-0.22","29.75","0","0",""
"2024-01-04 09:30:31","2m ago","C","Calls","Sep 20","60","54.06","2.72","0.45","","9","8.22K","2.25M","25.10K","5.97","11.05","33.33","0.38","-0.01","26.44","0","-0.92",""
"2024-01-03 14:56:49","2m ago","S","Calls","Jan 2026","30","24.05","4.85","0.33","","10","3.59K","1.91M","8.64K","5.68","23.39","0","0.56","0","46.82","0","50.52",""
"2024-01-03 14:29:01","2m ago","S","Calls","Jan 2026","35","24.24","4.05","0.33","","6","2.27K","934.47K","10.30K","10.61","43.49","33.33","0.47","0","47.62","0","58.02",""
"2024-01-03 10:47:36","2m ago","XOM","Puts","Mar 15","95","102.88","1.75","0.3","","7","1.11K","193.71K","13.11K","7.84","8.25","0","-0.24","-0.03","27.03","0","-48.72",""
"2024-01-03 10:28:12","2m ago","ROKU","Puts","Jun 21","75","86.61","7.85","0.62","","5","396.00","312.35K","1.35K","11.63","15.51","100","-0.28","-0.04","62.6","0","-14.65",""
"2024-01-03 10:09:14","2m ago","O","Puts","Jan 2025","35","57.66","0.47","1","","5","2.77K","138.35K","160.00","22.74","64.99","100","-0.06","0","34.06","0","0",""
"2024-01-02 14:55:28","2m ago","JPM","Calls","Apr 19","180","171.46","3.77","0.26","","5","818.00","310.84K","1.80K","8.53","4.98","0","0.36","-0.03","18.33","0","5.96",""
"2024-01-02 14:22:30","2m ago","SBUX","Calls","Jun 21","105","94.01","2.34","0.42","","5","737.00","187.79K","3.42K","10.27","10.84","0","0.29","-0.01","22.15","0","-32.69",""
"2024-01-02 14:00:00","2m ago","SLV","Calls","Jun 21","24","21.66","0.91","0.44","","7","4.94K","449.36K","10.50K","2.34","10.83","0","0.37","0","26.88","0","-43.65",""
"2024-01-02 13:02:28","2m ago","ONON","Calls","Jul 19","37.5","26.95","1.31","0.39","","7","2.35K","317.81K","4.76K","10.53","39.07","100","0.27","-0.01","49.95","0","-22.99",""
"2024-01-02 11:42:16","2m ago","XP","Puts","May 17","24","25.49","2.25","0.46","","22","2.75K","629.11K","1.01K","1.5","6.25","4.55","-0.35","-0.01","51.08","0","23.06",""
"2024-01-02 10:53:44","2m ago","SQ","Calls","Jan 19","85","73.26","0.36","0.26","","6","10.46K","348.63K","11.63K","11.79","16.1","83.33","0.1","-0.04","50.16","0","0",""
"2024-01-02 10:22:20","2m ago","ENPH","Puts","Aug 16","85","134.51","5.9","0.55","","6","763.00","454.38K","8.00","49.46","58.19","100","-0.12","-0.03","70.7","0","49.15",""
"2024-01-02 09:41:18","2m ago","IWM","Puts","Feb 16","180","200.21","0.92","0.33","","18","17.40K","1.61M","26.53K","19.78","10.99","100","-0.1","-0.04","26.26","0","-69.02",""
"2023-12-29 15:37:56","3m ago","VIX","Calls","Feb 14","17","15.27","1.23","0.26","","6","4.48K","555.27K","61.01K","1.72","11.29","0","0.42","-0.02","86.96","0","-56.91",""
"2023-12-29 15:17:17","3m ago","T","Puts","Apr 19","16","16.78","0.57","0.56","","5","4.05K","235.07K","10.39K","0.78","4.88","80","-0.38","0","22.75","0","-67.83",""
"2023-12-29 14:45:53","3m ago","RIVN","Calls","Jan 05","24","23.48","0.66","0.29","","5","5.42K","369.72K","7.34K","0.5","2.12","40","0.43","-0.06","68.43","0","0",""
"2023-12-29 12:43:52","3m ago","XPEV","Calls","Feb 16","15","14.78","1.35","0.71","","5","2.10K","283.07K","1.09K","0.23","1.54","60","0.53","-0.01","68.11","0","-99.26",""
"2023-12-29 12:26:54","3m ago","NIO","Calls","May 17","10","9.05","1.29","0.31","","5","2.13K","277.16K","15.13K","0.96","10.56","0","0.52","0","71.04","0","-84.17",""
"2023-12-29 11:15:05","3m ago","TMUS","Puts","May 17","145","160.46","2.53","0.31","","5","1.25K","303.94K","2.03K","15.51","10.7","0","-0.19","-0.02","23.09","0","-48.72",""
"2023-12-29 10:51:33","3m ago","CCL","Calls","Jul 19","25","18.73","0.82","0.62","","5","8.41K","697.70K","402.00","6.27","33.51","40","0.27","0","43.58","0","-67.07",""
"2023-12-29 10:24:47","3m ago","KWEB","Calls","Jan 19","28","27.1","0.69","0.26","","10","4.99K","328.47K","24.34K","0.97","3.58","100","0.4","-0.02","39.33","0","0",""
"2023-12-28 13:48:54","3m ago","XLF","Puts","Jan 19","36.5","37.76","0.13","0.28","","5","30.53K","412.63K","10.47K","1.23","3.36","80","-0.17","-0.01","16.1","0","0",""
"2023-12-28 11:47:38","3m ago","VIX","Calls","Apr 17","47.5","16.95","0.38","0.31","","5","5.69K","217.25K","112.35K","30.54","180.1","0","0.1","-0.01","115.63","0","-42.67",""
"2023-12-28 11:10:32","3m ago","KWEB","Calls","Feb 16","28","26.83","1.09","0.27","","7","2.70K","296.51K","17.39K","1.16","4.34","85.71","0.43","-0.01","37.51","0","-94.93",""
"2023-12-28 09:53:52","3m ago","CCL","Calls","Jun 21","22","18.66","1.27","1","","5","3.60K","463.51K","4.02K","3.35","17.94","0","0.38","-0.01","43.99","0","-66.27",""
"2023-12-28 09:46:06","3m ago","IWM","Calls","Jan 05","210","204.26","0.82","0.27","","10","4.82K","416.20K","19.30K","5.56","2.72","60","0.22","-0.12","22.06","0","0",""
"2023-12-28 09:30:37","3m ago","TSLA","Calls","Dec 2023","265","264.73","2.87","0.28","","5","1.34K","370.57K","25.55K","0.53","0.2","100","0.5","-1.54","47.06","0","0",""
"2023-12-27 15:39:26","3m ago","AAL","Calls","Jan 2025","17","14.01","1.41","0.26","","5","1.27K","180.67K","11.69K","3.01","21.52","40","0.44","0","38.26","0","26.86",""
"2023-12-27 15:03:37","3m ago","ABBV","Puts","May 17","145","154.63","4.08","0.71","","5","554.00","228.54K","937.00","9.57","6.6","0","-0.3","-0.03","21.63","0","-64.05",""
"2023-12-27 11:59:06","3m ago","ARKK","Calls","Jan 19","55","54.15","1.68","0.26","","5","1.43K","246.92K","22.84K","0.78","1.45","20","0.46","-0.04","37.21","0","0",""
"2023-12-27 11:44:19","3m ago","XOM","Calls","Jun 21","105","102.07","5.92","0.36","","5","458.00","273.94K","6.14K","2.94","2.88","0","0.49","-0.02","24.46","0","-100",""
"2023-12-27 11:42:40","3m ago","SBUX","Calls","Jun 21","97.5","94.96","5.58","0.56","","5","424.00","239.16K","843.00","2.48","2.62","0","0.51","-0.02","23.26","0","-31.84",""
"2023-12-27 10:39:22","3m ago","GLD","Calls","Feb 16","200","192.88","2.49","0.34","","15","6.87K","1.66M","6.63K","7.21","3.74","86.67","0.33","-0.04","16.34","0","-96.58",""
"2023-12-27 10:34:09","3m ago","GLD","Calls","Jan 19","198","192.6","1.27","0.57","","13","6.28K","789.85K","2.24K","5.44","2.82","92.31","0.28","-0.05","15.66","0","0",""
"2023-12-27 09:46:43","3m ago","UPST","Calls","Mar 15","100","47.17","1.75","0.38","","5","2.38K","393.04K","5.86K","53.2","113.71","40","0.16","-0.04","124.69","0","-91.12",""
"2023-12-27 09:37:03","3m ago","IWM","Calls","Dec 2023","209","204.15","0.3","0.29","","6","19.57K","591.26K","2.59K","4.97","2.44","0","0.14","-0.2","26.44","0","0",""
"2023-12-27 09:34:47","3m ago","VIX","Calls","Mar 20","30","16.62","0.75","0.75","","9","13.90K","1.06M","84.69K","13.38","80.45","0","0.2","-0.01","110.46","0","-57.33",""
"2023-12-26 14:55:31","3m ago","RKLB","Calls","Jan 2025","10","5.66","0.8","0.83","","5","1.91K","162.35K","11.47K","4.34","76.52","0","0.4","0","76.42","0","-53.12",""
"2023-12-26 14:44:38","3m ago","CAT","Puts","May 17","250","296.43","4.28","0.38","","5","735.00","322.49K","1.02K","45.85","18.34","20","-0.14","-0.04","29.74","0","-23.39",""
"2023-12-26 14:12:26","3m ago","QCOM","Puts","Jun 21","130","145.38","5.12","0.56","","5","558.00","288.54K","4.24K","15.32","11.79","0","-0.25","-0.03","31.27","0","-45.46",""
"2023-12-26 14:08:59","3m ago","AMAT","Puts","Jan 2025","125","164.27","6.85","0.83","","5","304.00","206.12K","1.24K","39.46","31.56","40","-0.17","-0.02","39.04","0","-30.29",""
"2023-12-26 13:24:24","3m ago","EWZ","Calls","Jun 21","38","35.15","1.56","0.47","","7","1.88K","295.03K","10.87K","2.86","8.13","14.29","0.4","-0.01","25.42","0","-63.9",""
"2023-12-22 15:54:57","3m ago","IYR","Calls","Mar 15","97","90.75","1.05","0.28","","7","1.77K","189.93K","756.00","6.3","6.95","0","0.26","-0.01","16.42","0","-87.2",""
"2023-12-22 14:42:28","3m ago","ORCL","Puts","Jun 21","97.5","106.12","4","0.38","","6","556.00","225.18K","3.93K","8.59","8.81","100","-0.28","-0.02","28.83","0","-52.5",""
"2023-12-22 14:22:56","3m ago","KRE","Calls","Feb 16","55","52.29","1.55","0.48","","15","3.42K","531.52K","508.00","2.71","5.19","0","0.39","-0.02","30.18","0","-65.48",""
"2023-12-22 14:05:42","3m ago","IYR","Calls","Mar 15","93","90.69","2.46","0.33","","5","2.90K","724.91K","5.36K","2.26","2.49","0","0.45","-0.02","17.43","0","-77.85",""
"2023-12-22 13:52:06","3m ago","CCL","Calls","Feb 16","20","18.89","0.92","0.56","","5","3.18K","301.02K","26.34K","1.11","5.86","0","0.43","-0.01","44.63","0","-95.11",""
"2023-12-22 13:22:38","3m ago","ETSY","Calls","Jan 2025","100","86.18","13.77","0.56","","5","435.00","598.85K","2.26K","14.19","16.54","0","0.53","-0.02","48.22","0","-58.44",""
"2023-12-22 12:19:10","3m ago","CVX","Puts","Mar 15","135","151.66","1.64","0.71","","5","904.00","148.50K","3.07K","16.63","12.31","0","-0.16","-0.03","26.16","0","6.4",""
"2023-12-22 11:59:56","3m ago","YINN","Calls","Jan 12","22","18.65","0.53","0.71","","5","5.12K","263.69K","8.64K","3.33","17.82","40","0.26","-0.03","88.32","0","0",""
"2023-12-22 11:45:42","3m ago","GM","Puts","Jun 21","33","36.24","1.52","0.75","","6","3.25K","497.71K","6.50K","3.22","9.76","33.33","-0.27","-0.01","32.14","0","3.95",""
"2023-12-22 11:37:52","3m ago","DQ","Calls","Apr 19","30","25.13","1.73","0.71","","5","2.03K","361.73K","4.13K","4.88","19.43","60","0.37","-0.01","56.98","0","-81.16",""
"2023-12-22 10:32:08","3m ago","OXY","Calls","May 17","65","61.94","3.43","0.47","","8","1.03K","356.39K","862.00","3.07","4.95","0","0.47","-0.01","27.01","0","-71.39",""
"2023-12-22 09:54:08","3m ago","F","Calls","Sep 20","13","12.4","1.06","0.71","","5","1.52K","164.05K","97.00","0.6","4.8","0","0.5","0","31.35","0","-47.42",""
"2024-03-25 15:52:13","6d ago","PG","Calls","Jun 21","160","159.82","4.8","0.67","","8","853.00","413.92K","4.69K","0.15","0.1","0","0.55","-0.02","14.13","1","30.73",""
"2024-03-25 09:56:06","6d ago","C","Calls","May 17","62.5","60.74","1.68","0.47","","7","11.51K","2.00M","14.76K","1.64","2.7","71.43","0.42","-0.02","25.92","1","67.16",""
